TransferID,Date,OriginFacilityID,DestinationFacilityID,ProductID,TransferPallets,SupplyChainFlow
STO00409,2024-02-17,F03,F02,P043,84.0,EU to EU Internal
STO00410,2024-02-18,F03,F02,P044,39.0,EU to EU Internal
STO00411,2024-02-14,F03,F02,P045,50.0,EU to EU Internal
STO00412,2024-02-21,F03,F02,P046,61.0,EU to EU Internal
STO00413,2024-02-18,F03,F02,P047,119.0,EU to EU Internal
STO00414,2024-02-14,F03,F02,P048,32.0,EU to EU Internal
STO00415,2024-02-10,F03,F02,P049,30.0,EU to EU Internal
STO00416,2024-02-12,F03,F02,P050,20.0,EU to EU Internal
STO00417,2024-02-12,F03,F02,P051,51.0,EU to EU Internal
STO00418,2024-02-22,F03,F02,P052,20.0,EU to EU Internal
STO00419,2024-02-18,F03,F02,P053,29.0,EU to EU Internal
STO00420,2024-02-16,F03,F02,P054,9.0,EU to EU Internal
STO00421,2024-02-22,F03,F02,P055,18.0,EU to EU Internal
STO00422,2024-02-09,F03,F02,P056,85.0,EU to EU Internal
STO00423,2024-02-16,F03,F02,P057,68.0,EU to EU Internal
STO00424,2024-02-21,F03,F02,P058,27.0,EU to EU Internal
STO00425,2024-02-13,F03,F02,P059,25.0,EU to EU Internal
STO00426,2024-02-10,F03,F02,P060,23.0,EU to EU Internal
STO00427,2024-02-17,F03,F02,P061,41.0,EU to EU Internal
STO00428,2024-02-16,F03,F02,P062,39.0,EU to EU Internal
STO00429,2024-02-11,F03,F02,P063,113.0,EU to EU Internal
STO00430,2024-02-16,F03,F02,P064,44.0,EU to EU Internal
STO00431,2024-02-11,F03,F02,P065,66.0,EU to EU Internal
STO00432,2024-02-09,F03,F02,P067,6.0,EU to EU Internal
STO00433,2024-02-20,F03,F02,P068,15.0,EU to EU Internal
STO00434,2024-02-21,F03,F02,P069,68.0,EU to EU Internal
STO00435,2024-02-19,F03,F02,P070,104.0,EU to EU Internal
STO00436,2024-02-11,F03,F02,P071,34.0,EU to EU Internal
STO00437,2024-02-12,F03,F02,P072,14.0,EU to EU Internal
STO00438,2024-02-22,F03,F02,P073,14.0,EU to EU Internal
STO00439,2024-02-16,F03,F02,P074,12.0,EU to EU Internal
STO00440,2024-02-19,F03,F02,P075,20.0,EU to EU Internal
STO00441,2024-02-16,F03,F02,P076,47.0,EU to EU Internal
STO00442,2024-02-13,F03,F02,P077,42.0,EU to EU Internal
STO00443,2024-02-21,F03,F02,P079,83.0,EU to EU Internal
STO00444,2024-02-22,F03,F02,P080,19.0,EU to EU Internal
STO00445,2024-02-19,F03,F02,P081,161.0,EU to EU Internal
STO00446,2024-02-19,F03,F02,P082,6.0,EU to EU Internal
STO00447,2024-02-18,F03,F02,P083,8.0,EU to EU Internal
STO00448,2024-02-20,F03,F02,P084,15.0,EU to EU Internal
STO00449,2024-02-13,F03,F02,P085,10.0,EU to EU Internal
STO00450,2024-02-16,F03,F02,P086,7.0,EU to EU Internal
STO00451,2024-02-17,F03,F02,P087,128.0,EU to EU Internal
STO00452,2024-02-12,F03,F02,P088,117.0,EU to EU Internal
STO00453,2024-02-09,F03,F02,P089,20.0,EU to EU Internal
STO00454,2024-02-20,F03,F02,P091,26.0,EU to EU Internal
STO00455,2024-02-21,F03,F02,P092,56.0,EU to EU Internal
STO00456,2024-02-11,F03,F02,P093,59.0,EU to EU Internal
STO00457,2024-02-16,F03,F02,P094,90.0,EU to EU Internal
STO00458,2024-02-12,F03,F02,P095,38.0,EU to EU Internal
STO00459,2024-02-21,F03,F02,P096,48.0,EU to EU Internal
STO00460,2024-02-18,F03,F02,P097,8.0,EU to EU Internal
STO00461,2024-02-21,F03,F02,P098,22.0,EU to EU Internal
STO00462,2024-02-19,F03,F02,P099,3.0,EU to EU Internal
STO00463,2024-02-22,F03,F02,P100,44.0,EU to EU Internal
STO00464,2024-02-21,F03,F04,P001,86.0,EU to EU Internal
STO00465,2024-02-15,F03,F04,P002,93.0,EU to EU Internal
STO00466,2024-02-18,F03,F04,P003,135.0,EU to EU Internal
STO00467,2024-02-12,F03,F04,P004,80.0,EU to EU Internal
STO00468,2024-02-13,F03,F04,P005,57.0,EU to EU Internal
STO00469,2024-02-18,F03,F04,P006,21.0,EU to EU Internal
STO00470,2024-02-12,F03,F04,P007,31.0,EU to EU Internal
STO00471,2024-02-12,F03,F04,P008,34.0,EU to EU Internal
STO00472,2024-02-09,F03,F04,P009,31.0,EU to EU Internal
STO00473,2024-02-14,F03,F04,P010,67.0,EU to EU Internal
STO00474,2024-02-10,F03,F04,P011,38.0,EU to EU Internal
STO00475,2024-02-16,F03,F04,P012,35.0,EU to EU Internal
STO00476,2024-02-15,F03,F04,P013,117.0,EU to EU Internal
STO00477,2024-02-14,F03,F04,P014,81.0,EU to EU Internal
STO00478,2024-02-20,F03,F04,P015,181.0,EU to EU Internal
STO00479,2024-02-22,F03,F04,P016,90.0,EU to EU Internal
STO00480,2024-02-15,F03,F04,P018,94.0,EU to EU Internal
STO00481,2024-02-22,F03,F04,P019,71.0,EU to EU Internal
STO00482,2024-02-09,F03,F04,P020,110.0,EU to EU Internal
STO00483,2024-02-21,F03,F04,P021,35.0,EU to EU Internal
STO00484,2024-02-22,F03,F04,P022,133.0,EU to EU Internal
STO00485,2024-02-11,F03,F04,P023,99.0,EU to EU Internal
STO00486,2024-02-13,F03,F04,P024,33.0,EU to EU Internal
STO00487,2024-02-21,F03,F04,P026,72.0,EU to EU Internal
STO00488,2024-02-17,F03,F04,P027,117.0,EU to EU Internal
STO00489,2024-02-13,F03,F04,P028,123.0,EU to EU Internal
STO00490,2024-02-09,F03,F04,P029,196.0,EU to EU Internal
STO00491,2024-02-19,F03,F04,P030,156.0,EU to EU Internal
STO00492,2024-02-19,F03,F04,P031,92.0,EU to EU Internal
STO00493,2024-02-16,F03,F04,P032,118.0,EU to EU Internal
STO00494,2024-02-21,F03,F04,P033,29.0,EU to EU Internal
STO00495,2024-02-20,F03,F04,P034,53.0,EU to EU Internal
STO00496,2024-02-15,F03,F04,P035,50.0,EU to EU Internal
STO00497,2024-02-18,F03,F04,P036,117.0,EU to EU Internal
STO00498,2024-02-19,F03,F04,P037,64.0,EU to EU Internal
STO00499,2024-02-22,F03,F04,P038,99.0,EU to EU Internal
STO00500,2024-02-11,F03,F04,P039,47.0,EU to EU Internal
STO00501,2024-02-15,F03,F04,P040,92.0,EU to EU Internal
STO00502,2024-02-19,F03,F04,P041,27.0,EU to EU Internal
STO00503,2024-02-16,F03,F04,P042,87.0,EU to EU Internal
STO00504,2024-02-11,F03,F04,P043,87.0,EU to EU Internal
STO00505,2024-02-12,F03,F04,P044,38.0,EU to EU Internal
STO00506,2024-02-10,F03,F04,P045,75.0,EU to EU Internal
STO00507,2024-02-22,F03,F04,P046,157.0,EU to EU Internal
STO00508,2024-02-11,F03,F04,P047,76.0,EU to EU Internal
STO00509,2024-02-14,F03,F04,P048,52.0,EU to EU Internal
STO00510,2024-02-18,F03,F04,P049,29.0,EU to EU Internal
STO00511,2024-02-16,F03,F04,P050,134.0,EU to EU Internal
STO00512,2024-02-10,F03,F04,P051,200.0,EU to EU Internal
STO00513,2024-02-17,F03,F04,P052,150.0,EU to EU Internal
STO00514,2024-02-16,F03,F04,P053,147.0,EU to EU Internal
STO00515,2024-02-14,F03,F04,P054,41.0,EU to EU Internal
STO00516,2024-02-21,F03,F04,P055,29.0,EU to EU Internal
STO00517,2024-02-18,F03,F04,P056,100.0,EU to EU Internal
STO00518,2024-02-13,F03,F04,P057,189.0,EU to EU Internal
STO00519,2024-02-22,F03,F04,P058,122.0,EU to EU Internal
STO00520,2024-02-18,F03,F04,P059,74.0,EU to EU Internal
STO00521,2024-02-09,F03,F04,P060,35.0,EU to EU Internal
STO00522,2024-02-22,F03,F04,P061,166.0,EU to EU Internal
STO00523,2024-02-21,F03,F04,P062,66.0,EU to EU Internal
STO00524,2024-02-17,F03,F04,P063,106.0,EU to EU Internal
STO00525,2024-02-12,F03,F04,P064,67.0,EU to EU Internal
STO00526,2024-02-09,F03,F04,P065,85.0,EU to EU Internal
STO00527,2024-02-14,F03,F04,P066,2.0,EU to EU Internal
STO00528,2024-02-13,F03,F04,P067,6.0,EU to EU Internal
STO00529,2024-02-14,F03,F04,P068,6.0,EU to EU Internal
STO00530,2024-02-20,F03,F04,P069,45.0,EU to EU Internal
STO00531,2024-02-10,F03,F04,P070,42.0,EU to EU Internal
STO00532,2024-02-17,F03,F04,P071,135.0,EU to EU Internal
STO00533,2024-02-15,F03,F04,P072,75.0,EU to EU Internal
STO00534,2024-02-17,F03,F04,P073,111.0,EU to EU Internal
STO00535,2024-02-17,F03,F04,P074,39.0,EU to EU Internal
STO00536,2024-02-19,F03,F04,P075,41.0,EU to EU Internal
STO00537,2024-02-22,F03,F04,P076,45.0,EU to EU Internal
STO00538,2024-02-12,F03,F04,P077,77.0,EU to EU Internal
STO00539,2024-02-15,F03,F04,P078,28.0,EU to EU Internal
STO00540,2024-02-19,F03,F04,P079,113.0,EU to EU Internal
STO00541,2024-02-18,F03,F04,P080,24.0,EU to EU Internal
STO00542,2024-02-11,F03,F04,P081,240.0,EU to EU Internal
STO00543,2024-02-15,F03,F04,P082,143.0,EU to EU Internal
STO00544,2024-02-17,F03,F04,P083,13.0,EU to EU Internal
STO00545,2024-02-10,F03,F04,P084,91.0,EU to EU Internal
STO00546,2024-02-16,F03,F04,P085,134.0,EU to EU Internal
STO00547,2024-02-13,F03,F04,P086,12.0,EU to EU Internal
STO00548,2024-02-21,F03,F04,P087,141.0,EU to EU Internal
STO00549,2024-02-09,F03,F04,P088,79.0,EU to EU Internal
STO00550,2024-02-19,F03,F04,P089,7.0,EU to EU Internal
STO00551,2024-02-10,F03,F04,P091,103.0,EU to EU Internal
STO00552,2024-02-17,F03,F04,P092,111.0,EU to EU Internal
STO00553,2024-02-21,F03,F04,P093,105.0,EU to EU Internal
STO00554,2024-02-12,F03,F04,P094,255.0,EU to EU Internal
STO00555,2024-02-13,F03,F04,P095,53.0,EU to EU Internal
STO00556,2024-02-18,F03,F04,P096,65.0,EU to EU Internal
STO00557,2024-02-12,F03,F04,P097,115.0,EU to EU Internal
STO00558,2024-02-10,F03,F04,P098,208.0,EU to EU Internal
STO00559,2024-02-19,F03,F04,P099,138.0,EU to EU Internal
STO00560,2024-02-15,F03,F04,P100,15.0,EU to EU Internal
STO00561,2024-02-19,F01,F05,P002,10.0,EU to EU Internal
STO00562,2024-02-11,F01,F05,P003,25.0,EU to EU Internal
STO00563,2024-02-16,F01,F05,P005,28.0,EU to EU Internal
STO00564,2024-02-17,F01,F05,P007,10.0,EU to EU Internal
STO00565,2024-02-11,F01,F05,P008,32.0,EU to EU Internal
STO00566,2024-02-14,F01,F05,P009,44.0,EU to EU Internal
STO00567,2024-02-16,F01,F05,P010,15.0,EU to EU Internal
STO00568,2024-02-20,F01,F05,P011,72.0,EU to EU Internal
STO00569,2024-02-15,F01,F05,P012,8.0,EU to EU Internal
STO00570,2024-02-18,F01,F05,P014,6.0,EU to EU Internal
STO00571,2024-02-18,F01,F05,P015,127.0,EU to EU Internal
STO00572,2024-02-10,F01,F05,P017,5.0,EU to EU Internal
STO00573,2024-02-18,F01,F05,P018,17.0,EU to EU Internal
STO00574,2024-02-09,F01,F05,P019,12.0,EU to EU Internal
STO00575,2024-02-17,F01,F05,P020,58.0,EU to EU Internal
STO00576,2024-02-09,F01,F05,P021,26.0,EU to EU Internal
STO00577,2024-02-18,F01,F05,P022,13.0,EU to EU Internal
STO00578,2024-02-16,F01,F05,P023,17.0,EU to EU Internal
STO00579,2024-02-21,F01,F05,P024,36.0,EU to EU Internal
STO00580,2024-02-19,F01,F05,P025,24.0,EU to EU Internal
STO00581,2024-02-14,F01,F05,P026,6.0,EU to EU Internal
STO00582,2024-02-15,F01,F05,P028,21.0,EU to EU Internal
STO00583,2024-02-11,F01,F05,P029,14.0,EU to EU Internal
STO00584,2024-02-19,F01,F05,P030,19.0,EU to EU Internal
STO00585,2024-02-18,F01,F05,P032,21.0,EU to EU Internal
STO00586,2024-02-19,F01,F05,P034,20.0,EU to EU Internal
STO00587,2024-02-20,F01,F05,P035,21.0,EU to EU Internal
STO00588,2024-02-21,F01,F05,P037,19.0,EU to EU Internal
STO00589,2024-02-22,F01,F05,P038,29.0,EU to EU Internal
STO00590,2024-02-20,F01,F05,P039,44.0,EU to EU Internal
STO00591,2024-02-15,F01,F05,P041,17.0,EU to EU Internal
STO00592,2024-02-12,F01,F05,P042,8.0,EU to EU Internal
STO00593,2024-02-11,F01,F05,P043,27.0,EU to EU Internal
STO00594,2024-02-12,F01,F05,P044,15.0,EU to EU Internal
STO00595,2024-02-11,F01,F05,P045,25.0,EU to EU Internal
STO00596,2024-02-15,F01,F05,P046,80.0,EU to EU Internal
STO00597,2024-02-10,F01,F05,P047,13.0,EU to EU Internal
STO00598,2024-02-19,F01,F05,P048,13.0,EU to EU Internal
STO00599,2024-02-10,F01,F05,P050,12.0,EU to EU Internal
STO00600,2024-02-18,F01,F05,P051,47.0,EU to EU Internal
STO00601,2024-02-09,F01,F05,P052,13.0,EU to EU Internal
STO00602,2024-02-17,F01,F05,P055,10.0,EU to EU Internal
STO00603,2024-02-18,F01,F05,P056,20.0,EU to EU Internal
STO00604,2024-02-14,F01,F05,P057,66.0,EU to EU Internal
STO00605,2024-02-11,F01,F05,P059,42.0,EU to EU Internal
STO00606,2024-02-10,F01,F05,P061,30.0,EU to EU Internal
STO00607,2024-02-22,F01,F05,P062,9.0,EU to EU Internal
STO00608,2024-02-16,F01,F05,P063,25.0,EU to EU Internal
STO00609,2024-02-13,F01,F05,P064,19.0,EU to EU Internal
STO00610,2024-02-10,F01,F05,P065,32.0,EU to EU Internal
STO00611,2024-02-22,F01,F05,P067,20.0,EU to EU Internal
STO00612,2024-02-09,F01,F05,P069,13.0,EU to EU Internal
STO00613,2024-02-21,F01,F05,P070,42.0,EU to EU Internal
STO00614,2024-02-16,F01,F05,P071,23.0,EU to EU Internal
STO00615,2024-02-19,F01,F05,P072,4.0,EU to EU Internal
STO00616,2024-02-14,F01,F05,P073,48.0,EU to EU Internal
STO00617,2024-02-14,F01,F05,P076,19.0,EU to EU Internal
STO00618,2024-02-19,F01,F05,P077,30.0,EU to EU Internal
STO00619,2024-02-10,F01,F05,P079,5.0,EU to EU Internal
STO00620,2024-02-12,F01,F05,P080,26.0,EU to EU Internal
STO00621,2024-02-19,F01,F05,P081,70.0,EU to EU Internal
STO00622,2024-02-13,F01,F05,P083,8.0,EU to EU Internal
STO00623,2024-02-18,F01,F05,P084,31.0,EU to EU Internal
STO00624,2024-02-11,F01,F05,P085,21.0,EU to EU Internal
STO00625,2024-02-20,F01,F05,P086,14.0,EU to EU Internal
STO00626,2024-02-19,F01,F05,P087,70.0,EU to EU Internal
STO00627,2024-02-11,F01,F05,P088,49.0,EU to EU Internal
STO00628,2024-02-13,F01,F05,P089,43.0,EU to EU Internal
STO00629,2024-02-14,F01,F05,P090,9.0,EU to EU Internal
STO00630,2024-02-11,F01,F05,P091,9.0,EU to EU Internal
STO00631,2024-02-13,F01,F05,P092,18.0,EU to EU Internal
STO00632,2024-02-16,F01,F05,P093,49.0,EU to EU Internal
STO00633,2024-02-13,F01,F05,P094,7.0,EU to EU Internal
STO00634,2024-02-21,F01,F05,P095,6.0,EU to EU Internal
STO00635,2024-02-10,F01,F05,P096,26.0,EU to EU Internal
STO00636,2024-02-18,F01,F05,P097,64.0,EU to EU Internal
STO00637,2024-02-20,F01,F05,P099,14.0,EU to EU Internal
STO00638,2024-02-14,F01,F06,P001,101.0,EU to EU Internal
STO00639,2024-02-12,F01,F06,P002,30.0,EU to EU Internal
STO00640,2024-02-17,F01,F06,P003,3.0,EU to EU Internal
STO00641,2024-02-20,F01,F06,P004,153.0,EU to EU Internal
STO00642,2024-02-12,F01,F06,P005,157.0,EU to EU Internal
STO00643,2024-02-21,F01,F06,P006,9.0,EU to EU Internal
STO00644,2024-02-14,F01,F06,P007,32.0,EU to EU Internal
STO00645,2024-02-09,F01,F06,P008,61.0,EU to EU Internal
STO00646,2024-02-10,F01,F06,P009,74.0,EU to EU Internal
STO00647,2024-02-09,F01,F06,P010,91.0,EU to EU Internal
STO00648,2024-02-22,F01,F06,P011,79.0,EU to EU Internal
STO00649,2024-02-17,F01,F06,P012,25.0,EU to EU Internal
STO00650,2024-02-21,F01,F06,P013,28.0,EU to EU Internal
STO00651,2024-02-16,F01,F06,P014,44.0,EU to EU Internal
STO00652,2024-02-14,F01,F06,P015,34.0,EU to EU Internal
STO00653,2024-02-20,F01,F06,P016,77.0,EU to EU Internal
STO00654,2024-02-19,F01,F06,P017,79.0,EU to EU Internal
STO00655,2024-02-21,F01,F06,P018,48.0,EU to EU Internal
STO00656,2024-02-10,F01,F06,P019,54.0,EU to EU Internal
STO00657,2024-02-20,F01,F06,P020,42.0,EU to EU Internal
STO00658,2024-02-09,F01,F06,P021,36.0,EU to EU Internal
STO00659,2024-02-17,F01,F06,P022,38.0,EU to EU Internal
STO00660,2024-02-15,F01,F06,P023,23.0,EU to EU Internal
STO00661,2024-02-11,F01,F06,P024,32.0,EU to EU Internal
STO00662,2024-02-09,F01,F06,P025,60.0,EU to EU Internal
STO00663,2024-02-10,F01,F06,P026,38.0,EU to EU Internal
STO00664,2024-02-17,F01,F06,P027,63.0,EU to EU Internal
STO00665,2024-02-09,F01,F06,P028,41.0,EU to EU Internal
STO00666,2024-02-16,F01,F06,P029,24.0,EU to EU Internal
STO00667,2024-02-18,F01,F06,P030,62.0,EU to EU Internal
STO00668,2024-02-20,F01,F06,P031,111.0,EU to EU Internal
STO00669,2024-02-09,F01,F06,P032,61.0,EU to EU Internal
STO00670,2024-02-17,F01,F06,P033,45.0,EU to EU Internal
STO00671,2024-02-16,F01,F06,P034,27.0,EU to EU Internal
STO00672,2024-02-10,F01,F06,P035,8.0,EU to EU Internal
STO00673,2024-02-18,F01,F06,P036,21.0,EU to EU Internal
STO00674,2024-02-15,F01,F06,P037,21.0,EU to EU Internal
STO00675,2024-02-19,F01,F06,P038,49.0,EU to EU Internal
STO00676,2024-02-13,F01,F06,P039,93.0,EU to EU Internal
STO00677,2024-02-09,F01,F06,P040,41.0,EU to EU Internal
STO00678,2024-02-14,F01,F06,P041,50.0,EU to EU Internal
STO00679,2024-02-11,F01,F06,P042,45.0,EU to EU Internal
STO00680,2024-02-19,F01,F06,P043,27.0,EU to EU Internal
STO00681,2024-02-12,F01,F06,P044,47.0,EU to EU Internal
STO00682,2024-02-19,F01,F06,P045,44.0,EU to EU Internal
STO00683,2024-02-11,F01,F06,P046,157.0,EU to EU Internal
STO00684,2024-02-21,F01,F06,P047,50.0,EU to EU Internal
STO00685,2024-02-11,F01,F06,P048,88.0,EU to EU Internal
STO00686,2024-02-20,F01,F06,P049,34.0,EU to EU Internal
STO00687,2024-02-10,F01,F06,P050,80.0,EU to EU Internal
STO00688,2024-02-22,F01,F06,P051,116.0,EU to EU Internal
STO00689,2024-02-13,F01,F06,P052,58.0,EU to EU Internal
STO00690,2024-02-14,F01,F06,P053,28.0,EU to EU Internal
STO00691,2024-02-20,F01,F06,P054,15.0,EU to EU Internal
STO00692,2024-02-21,F01,F06,P055,35.0,EU to EU Internal
STO00693,2024-02-10,F01,F06,P056,12.0,EU to EU Internal
STO00694,2024-02-20,F01,F06,P057,134.0,EU to EU Internal
STO00695,2024-02-16,F01,F06,P058,45.0,EU to EU Internal
STO00696,2024-02-21,F01,F06,P059,112.0,EU to EU Internal
STO00697,2024-02-22,F01,F06,P060,32.0,EU to EU Internal
STO00698,2024-02-13,F01,F06,P061,82.0,EU to EU Internal
STO00699,2024-02-20,F01,F06,P062,59.0,EU to EU Internal
STO00700,2024-02-14,F01,F06,P063,105.0,EU to EU Internal
STO00701,2024-02-16,F01,F06,P064,51.0,EU to EU Internal
STO00702,2024-02-12,F01,F06,P065,60.0,EU to EU Internal
STO00703,2024-02-12,F01,F06,P066,14.0,EU to EU Internal
STO00704,2024-02-14,F01,F06,P067,45.0,EU to EU Internal
STO00705,2024-02-12,F01,F06,P068,27.0,EU to EU Internal
STO00706,2024-02-22,F01,F06,P069,23.0,EU to EU Internal
STO00707,2024-02-21,F01,F06,P070,47.0,EU to EU Internal
STO00708,2024-02-13,F01,F06,P071,36.0,EU to EU Internal
STO00709,2024-02-11,F01,F06,P072,60.0,EU to EU Internal
STO00710,2024-02-09,F01,F06,P073,149.0,EU to EU Internal
STO00711,2024-02-20,F01,F06,P074,35.0,EU to EU Internal
STO00712,2024-02-18,F01,F06,P075,11.0,EU to EU Internal
STO00713,2024-02-22,F01,F06,P076,52.0,EU to EU Internal
STO00714,2024-02-17,F01,F06,P077,177.0,EU to EU Internal
STO00715,2024-02-14,F01,F06,P078,24.0,EU to EU Internal
STO00716,2024-02-15,F01,F06,P079,41.0,EU to EU Internal
STO00717,2024-02-14,F01,F06,P080,29.0,EU to EU Internal
STO00718,2024-02-17,F01,F06,P081,133.0,EU to EU Internal
STO00719,2024-02-12,F01,F06,P082,136.0,EU to EU Internal
STO00720,2024-02-10,F01,F06,P083,42.0,EU to EU Internal
STO00721,2024-02-13,F01,F06,P084,34.0,EU to EU Internal
STO00722,2024-02-19,F01,F06,P085,69.0,EU to EU Internal
STO00723,2024-02-10,F01,F06,P086,65.0,EU to EU Internal
STO00724,2024-02-20,F01,F06,P087,104.0,EU to EU Internal
STO00725,2024-02-22,F01,F06,P088,62.0,EU to EU Internal
STO00726,2024-02-20,F01,F06,P089,55.0,EU to EU Internal
STO00727,2024-02-10,F01,F06,P090,24.0,EU to EU Internal
STO00728,2024-02-20,F01,F06,P091,20.0,EU to EU Internal
STO00729,2024-02-17,F01,F06,P092,46.0,EU to EU Internal
STO00730,2024-02-13,F01,F06,P093,120.0,EU to EU Internal
STO00731,2024-02-17,F01,F06,P094,83.0,EU to EU Internal
STO00732,2024-02-17,F01,F06,P095,63.0,EU to EU Internal
STO00733,2024-02-18,F01,F06,P096,94.0,EU to EU Internal
STO00734,2024-02-14,F01,F06,P097,51.0,EU to EU Internal
STO00735,2024-02-19,F01,F06,P098,75.0,EU to EU Internal
STO00736,2024-02-15,F01,F06,P099,25.0,EU to EU Internal
STO00737,2024-02-16,F01,F06,P100,95.0,EU to EU Internal
STO00738,2024-03-14,F03,F02,P001,68.0,EU to EU Internal
STO00739,2024-03-21,F03,F02,P002,36.0,EU to EU Internal
STO00740,2024-03-18,F03,F02,P003,43.0,EU to EU Internal
STO00741,2024-03-20,F03,F02,P004,62.0,EU to EU Internal
STO00742,2024-03-23,F03,F02,P005,110.0,EU to EU Internal
STO00743,2024-03-16,F03,F02,P006,19.0,EU to EU Internal
STO00744,2024-03-19,F03,F02,P008,42.0,EU to EU Internal
STO00745,2024-03-18,F03,F02,P009,11.0,EU to EU Internal
STO00746,2024-03-11,F03,F02,P010,57.0,EU to EU Internal
STO00747,2024-03-12,F03,F02,P011,38.0,EU to EU Internal
STO00748,2024-03-23,F03,F02,P012,20.0,EU to EU Internal
STO00749,2024-03-24,F03,F02,P013,36.0,EU to EU Internal
STO00750,2024-03-23,F03,F02,P014,68.0,EU to EU Internal
STO00751,2024-03-19,F03,F02,P015,1.0,EU to EU Internal
STO00752,2024-03-13,F03,F02,P016,99.0,EU to EU Internal
STO00753,2024-03-18,F03,F02,P017,13.0,EU to EU Internal
STO00754,2024-03-17,F03,F02,P018,35.0,EU to EU Internal
STO00755,2024-03-20,F03,F02,P019,85.0,EU to EU Internal
STO00756,2024-03-21,F03,F02,P020,5.0,EU to EU Internal
STO00757,2024-03-14,F03,F02,P021,44.0,EU to EU Internal
STO00758,2024-03-20,F03,F02,P022,52.0,EU to EU Internal
STO00759,2024-03-17,F03,F02,P023,32.0,EU to EU Internal
STO00760,2024-03-18,F03,F02,P024,31.0,EU to EU Internal
STO00761,2024-03-14,F03,F02,P026,20.0,EU to EU Internal
STO00762,2024-03-16,F03,F02,P027,60.0,EU to EU Internal
STO00763,2024-03-17,F03,F02,P028,62.0,EU to EU Internal
STO00764,2024-03-12,F03,F02,P029,103.0,EU to EU Internal
STO00765,2024-03-20,F03,F02,P030,13.0,EU to EU Internal
STO00766,2024-03-22,F03,F02,P031,157.0,EU to EU Internal
STO00767,2024-03-16,F03,F02,P032,1.0,EU to EU Internal
STO00768,2024-03-11,F03,F02,P033,11.0,EU to EU Internal
STO00769,2024-03-14,F03,F02,P034,47.0,EU to EU Internal
STO00770,2024-03-17,F03,F02,P035,29.0,EU to EU Internal
STO00771,2024-03-12,F03,F02,P036,56.0,EU to EU Internal
STO00772,2024-03-20,F03,F02,P037,21.0,EU to EU Internal
STO00773,2024-03-23,F03,F02,P038,134.0,EU to EU Internal
STO00774,2024-03-16,F03,F02,P039,20.0,EU to EU Internal
STO00775,2024-03-11,F03,F02,P040,10.0,EU to EU Internal
STO00776,2024-03-24,F03,F02,P041,42.0,EU to EU Internal
STO00777,2024-03-24,F03,F02,P042,98.0,EU to EU Internal
STO00778,2024-03-16,F03,F02,P043,115.0,EU to EU Internal
STO00779,2024-03-21,F03,F02,P044,24.0,EU to EU Internal
STO00780,2024-03-11,F03,F02,P045,35.0,EU to EU Internal
STO00781,2024-03-16,F03,F02,P046,91.0,EU to EU Internal
STO00782,2024-03-22,F03,F02,P047,153.0,EU to EU Internal
STO00783,2024-03-23,F03,F02,P048,19.0,EU to EU Internal
STO00784,2024-03-13,F03,F02,P049,44.0,EU to EU Internal
STO00785,2024-03-22,F03,F02,P050,90.0,EU to EU Internal
STO00786,2024-03-23,F03,F02,P051,61.0,EU to EU Internal
STO00787,2024-03-16,F03,F02,P052,18.0,EU to EU Internal
STO00788,2024-03-20,F03,F02,P053,27.0,EU to EU Internal
STO00789,2024-03-12,F03,F02,P054,5.0,EU to EU Internal
STO00790,2024-03-12,F03,F02,P055,24.0,EU to EU Internal
STO00791,2024-03-16,F03,F02,P056,78.0,EU to EU Internal
STO00792,2024-03-13,F03,F02,P057,85.0,EU to EU Internal
STO00793,2024-03-23,F03,F02,P058,37.0,EU to EU Internal
STO00794,2024-03-13,F03,F02,P060,28.0,EU to EU Internal
STO00795,2024-03-13,F03,F02,P061,51.0,EU to EU Internal
STO00796,2024-03-11,F03,F02,P062,54.0,EU to EU Internal
STO00797,2024-03-18,F03,F02,P063,64.0,EU to EU Internal
STO00798,2024-03-20,F03,F02,P064,28.0,EU to EU Internal
STO00799,2024-03-13,F03,F02,P065,83.0,EU to EU Internal
STO00800,2024-03-24,F03,F02,P068,17.0,EU to EU Internal
STO00801,2024-03-11,F03,F02,P069,35.0,EU to EU Internal
